Order ID,Customer Last Name,Customer First Name,Customer ID,Product Category,Order Date,Quantity Ordered,Order Status,State,Manufacturer Price,Sale Price,Total Profit (GMROI),Sales Agent,Return Reason
1079,Pham,Willa,1312,Electronics,2022-10-13,16,Delivered,NC,615,787,172,Daniel,
1080,Mata,Cooper,1313,Pets,2022-10-19,12,Delivered,GA,1135,1344,209,Daniel,
1081,Mason,Jude,1314,Electronics,2022-10-30,11,In Transit,FL,450,496,46,Brian,
1082,Woodard,Ari,1315,Personal Care,2022-10-07,7,Cancelled,NC,595,692,97,Daniel,Quality Issue
1083,Watson,Alessandra,1316,Clothing,2022-10-06,10,Delivered,NC,1300,1635,335,Terrence,
1084,Coleman,Callen,1317,Pets,2022-10-25,5,Delivered,LA,1010,1294,284,Brian,
1085,Clay,Aria,1318,Pets,2022-10-16,8,Shipped,AL,405,449,44,Daniel,
1086,Truong,Nina,1319,Pets,2022-10-15,7,Delivered,AL,1390,1660,270,Brian,
1087,Saunders,Freya,1320,Books,2022-10-09,16,Shipped,LA,1195,1466,271,Terrence,
1088,Ballard,Amir,1321,Clothing,2022-10-14,12,Shipped,NC,540,668,128,Priscilla,
1089,Weber,Harvey,1322,Electronics,2022-10-31,14,Shipped,FL,750,881,131,Priscilla,
1090,Delarosa,Joaquin,1323,Books,2022-10-21,6,Delivered,LA,1320,1549,229,Brian,
1091,Gallagher,Adaline,1324,Books,2022-10-31,16,Delivered,SC,1060,1334,274,Priscilla,
1092,Rosales,Legacy,1325,Clothing,2022-10-09,8,Delivered,NC,845,1086,241,Daniel,
1093,Luna,Denver,1326,Clothing,2022-10-25,7,Shipped,AL,390,481,91,Kelly,
1094,Jaramillo,Emanuel,1327,Home & Kitchen,2022-10-22,14,Delivered,AL,500,614,114,Daniel,
1095,Crawford,Hugo,1328,Sports & Outdoors,2022-10-22,12,Shipped,SC,525,595,70,Daniel,
1096,Austin,Margaret,1329,Personal Care,2022-10-05,5,Shipped,AL,1320,1602,282,Priscilla,
1097,Weiss,Raphael,1330,Clothing,2022-10-30,14,Shipped,LA,1500,1690,190,Daniel,
1098,Cardenas,Myles,1331,Sports & Outdoors,2022-10-24,3,Delivered,SC,1200,1440,240,Terrence,
1099,Cruz,Alexis,1332,Sports & Outdoors,2022-10-01,16,Delivered,NC,485,630,145,Terrence,
1100,Mcbride,Ellis,1333,Personal Care,2022-10-28,12,Shipped,NC,250,277,27,Brian,
1101,Singh,Zuri,1334,Clothing,2022-10-06,10,Cancelled,AL,1375,1683,308,Brian,Defective
1102,Winters,Annie,1335,Electronics,2022-10-03,5,Delivered,NC,1180,1414,234,Priscilla,
1103,Garcia,Dakota,1336,Books,2022-10-27,3,Delivered,NC,1180,1508,328,Kelly,
1104,Mcbride,Luke,1337,Pets,2022-10-17,6,Delivered,GA,235,301,66,Daniel,
1105,Frye,Jasiah,1338,Clothing,2022-10-20,15,Delivered,GA,170,214,44,Kelly,
1106,Xiong,Selah,1339,Electronics,2022-10-03,16,Shipped,NC,755,948,193,Brian,
1107,Pearson,Amira,1340,Electronics,2022-10-21,20,In Transit,NC,1250,1377,127,Brian,
1108,Castaneda,Rylee,1341,Home & Kitchen,2022-10-13,8,Delivered,SC,565,664,99,Daniel,
1109,Jarvis,Adelina,1342,Sports & Outdoors,2022-10-24,1,Cancelled,GA,795,987,192,Priscilla,Defective
1110,Fields,Adelynn,1343,Electronics,2022-10-21,1,Delivered,LA,860,946,86,Daniel,
1111,Keller,Miguel,1344,Sports & Outdoors,2022-10-23,20,Delivered,LA,125,160,35,Kelly,
1112,Rosales,Clara,1345,Clothing,2022-10-24,2,Delivered,SC,425,536,111,Priscilla,
1113,Ali,Ronin,1346,Home & Kitchen,2022-10-26,12,Cancelled,NC,1330,1641,311,Priscilla,Late Delivery
1114,Bartlett,Joshua,1347,Personal Care,2022-10-20,11,Shipped,LA,400,461,61,Terrence,
1115,Gallagher,Kate,1348,Home & Kitchen,2022-10-03,17,Delivered,LA,1250,1456,206,Kelly,
1116,Flynn,Daphne,1349,Books,2022-10-03,20,Shipped,LA,455,502,47,Kelly,
1117,Maldonado,Elise,1350,Pets,2022-10-21,5,Cancelled,AL,1320,1669,349,Terrence,Late Delivery
1118,Townsend,Charles,1351,Books,2022-10-23,15,Shipped,GA,1260,1626,366,Kelly,
1119,Pollard,Rory,1352,Personal Care,2022-10-06,20,Shipped,FL,635,781,146,Kelly,
1120,Clark,Zion,1353,Pets,2022-10-30,6,Delivered,LA,1075,1208,133,Brian,
1121,Randolph,Joaquin,1354,Books,2022-10-06,17,Delivered,SC,1095,1393,298,Daniel,
1122,Guerra,Edgar,1355,Personal Care,2022-10-04,19,Delivered,GA,900,1163,263,Kelly,
1123,Johnston,Ace,1356,Electronics,2022-10-25,15,Delivered,GA,1410,1759,349,Priscilla,
1124,Kemp,Amy,1357,Clothing,2022-10-07,6,Shipped,AL,185,228,43,Terrence,
1125,Berger,Avianna,1358,Personal Care,2022-10-12,9,Shipped,FL,110,132,22,Terrence,
1126,Hogan,Bryce,1359,Pets,2022-10-03,1,Delivered,SC,1495,1935,440,Daniel,
1127,Castaneda,Princeton,1360,Sports & Outdoors,2022-10-03,1,Cancelled,AL,815,912,97,Daniel,Defective
1128,Griffin,Isabella,1361,Electronics,2022-10-03,20,Delivered,SC,385,480,95,Priscilla,
1129,Costa,Charlie,1362,Sports & Outdoors,2022-10-07,1,Shipped,NC,1485,1911,426,Kelly,
1130,Schmitt,Aliyah,1363,Sports & Outdoors,2022-10-14,20,Shipped,SC,1135,1388,253,Priscilla,
1131,Holloway,Raven,1364,Pets,2022-10-05,19,Delivered,NC,990,1227,237,Terrence,
1132,Kirby,Malik,1365,Personal Care,2022-10-02,7,Delivered,NC,1490,1857,367,Daniel,
1133,Schwartz,Kylo,1366,Pets,2022-10-28,13,Delivered,GA,1245,1443,198,Kelly,
1134,Salazar,Jeremy,1367,Home & Kitchen,2022-10-10,5,Shipped,NC,820,1061,241,Priscilla,
1135,Bartlett,Oscar,1368,Home & Kitchen,2022-10-26,10,Delivered,SC,800,984,184,Daniel,
1136,Montgomery,Harvey,1369,Pets,2022-10-09,1,Delivered,SC,145,176,31,Terrence,
1137,Vo,Kai,1370,Pets,2022-10-14,13,Delivered,LA,145,169,24,Priscilla,
1138,Velazquez,Nico,1371,Books,2022-10-03,3,Cancelled,LA,145,160,15,Brian,Unsatisfied
1139,Vasquez,Lucy,1372,Home & Kitchen,2022-10-18,8,Delivered,LA,690,783,93,Brian,
1140,Shepherd,Charli,1373,Clothing,2022-10-17,12,Delivered,SC,1005,1219,214,Kelly,
1141,Meyer,Evie,1374,Clothing,2022-10-18,11,Cancelled,NC,825,942,117,Kelly,Unsatisfied
1142,Powell,Brooke,1375,Personal Care,2022-10-22,1,Delivered,NC,920,1188,268,Kelly,
1143,Walton,Erick,1376,Personal Care,2022-10-19,8,Shipped,LA,1270,1538,268,Priscilla,
1144,Guzman,Emery,1377,Books,2022-10-08,18,Delivered,FL,945,1088,143,Kelly,
1145,Rose,Annabelle,1378,Pets,2022-10-24,5,Cancelled,SC,495,608,113,Brian,Received Wrong Item
1146,Schmidt,Spencer,1379,Personal Care,2022-10-03,12,Delivered,AL,1270,1588,318,Brian,
1147,Walter,Callie,1380,Clothing,2022-10-14,2,Shipped,AL,1220,1479,259,Kelly,
1148,Chavez,Cecilia,1381,Home & Kitchen,2022-10-30,4,Delivered,AL,1260,1469,209,Priscilla,
1149,Blackwell,Finley,1382,Sports & Outdoors,2022-10-01,11,Shipped,LA,245,277,32,Terrence,
1150,Johnston,Faith,1383,Personal Care,2022-10-23,8,Cancelled,NC,45,55,10,Terrence,Unsatisfied
1151,Solis,Mary,1384,Pets,2022-10-20,1,Shipped,LA,45,53,8,Terrence,
1152,Jacobs,Abel,1385,Books,2022-10-11,8,Delivered,SC,1185,1419,234,Brian,
1153,Acevedo,Lewis,1386,Personal Care,2022-10-19,12,Shipped,FL,640,708,68,Priscilla,
1154,Keller,Annalise,1387,Clothing,2022-10-16,7,Delivered,LA,980,1186,206,Daniel,
1155,Cohen,London,1388,Personal Care,2022-10-16,17,Shipped,NC,230,262,32,Daniel,
1156,Espinosa,Myla,1389,Books,2022-10-24,14,Shipped,SC,180,216,36,Kelly,
1157,Watts,Dakota,1390,Personal Care,2022-10-03,11,Shipped,FL,220,254,34,Daniel,
1158,Thornton,Bodie,1391,Sports & Outdoors,2022-10-16,12,In Transit,LA,1230,1594,364,Daniel,
1159,Hunter,Abigail,1392,Clothing,2022-10-16,2,Shipped,LA,1230,1492,262,Priscilla,
1160,Ross,Delilah,1393,Personal Care,2022-10-04,20,Shipped,AL,1235,1591,356,Terrence,
1161,Mckay,Serena,1394,Books,2022-10-06,17,Shipped,FL,785,921,136,Priscilla,
1162,Rubio,Asher,1395,Sports & Outdoors,2022-10-23,9,Shipped,LA,1420,1787,367,Kelly,
1163,Galindo,Shiloh,1396,Home & Kitchen,2022-10-30,4,Shipped,NC,1260,1495,235,Priscilla,
1164,Aguilar,Veronica,1397,Pets,2022-10-24,2,Delivered,LA,855,1007,152,Daniel,
1165,Mahoney,Selah,1398,Books,2022-10-23,12,Delivered,AL,1495,1757,262,Priscilla,
1166,Reed,Jayden,1399,Clothing,2022-10-30,11,Shipped,NC,1270,1630,360,Priscilla,
1167,Carpenter,Jordan,1400,Clothing,2022-10-02,11,Delivered,AL,330,424,94,Daniel,
1168,Stokes,Jace,1401,Sports & Outdoors,2022-10-20,20,In Transit,AL,565,693,128,Terrence,
1169,Barrera,Ari,1402,Books,2022-10-04,9,In Transit,AL,315,348,33,Priscilla,
1170,Pitts,Michelle,1403,Electronics,2022-10-08,18,Delivered,NC,1295,1641,346,Daniel,
1171,Christian,Brantley,1404,Electronics,2022-10-28,11,Delivered,NC,1015,1203,188,Brian,
1172,Mccall,Saylor,1405,Home & Kitchen,2022-10-01,12,Delivered,AL,1255,1596,341,Terrence,
1173,Martinez,Samantha,1406,Clothing,2022-10-22,16,Shipped,FL,1385,1741,356,Brian,
1174,Acosta,Willa,1407,Personal Care,2022-10-02,1,Shipped,FL,830,933,103,Kelly,
1175,Jaramillo,Camilla,1408,Home & Kitchen,2022-10-03,6,Shipped,GA,1295,1593,298,Daniel,
1176,Rivers,Devin,1409,Home & Kitchen,2022-10-20,8,Cancelled,FL,330,426,96,Kelly,Unsatisfied
1177,Hoffman,Melissa,1410,Home & Kitchen,2022-10-25,2,Delivered,AL,715,896,181,Terrence,
1178,Horn,Mabel,1411,Electronics,2022-10-29,14,Delivered,NC,520,605,85,Priscilla,
1179,Schmitt,Daniela,1412,Electronics,2022-10-31,8,Shipped,NC,1410,1684,274,Brian,
1180,Bradshaw,Dax,1413,Personal Care,2022-10-30,20,Delivered,LA,1375,1773,398,Priscilla,
1181,Boone,Aitana,1414,Home & Kitchen,2022-10-24,15,Shipped,GA,700,904,204,Brian,
1182,Roy,Patrick,1415,Clothing,2022-10-19,2,Delivered,LA,15,17,2,Priscilla,
1183,Mccarthy,Calvin,1416,Pets,2022-10-19,16,Shipped,FL,455,514,59,Terrence,
1184,Everett,Lyra,1417,Clothing,2022-10-14,9,In Transit,AL,110,122,12,Kelly,
1185,Alvarado,Zayn,1418,Clothing,2022-10-04,11,Shipped,NC,820,976,156,Daniel,
1186,Lynch,Xander,1419,Pets,2022-10-02,7,Delivered,LA,880,1049,169,Kelly,
1187,Escobar,Declan,1420,Personal Care,2022-10-09,9,Delivered,FL,60,74,14,Terrence,
1188,Fisher,Zara,1421,Sports & Outdoors,2022-10-31,1,Delivered,SC,160,196,36,Priscilla,
1189,Gould,Lyra,1422,Electronics,2022-10-27,9,Shipped,AL,680,825,145,Kelly,
1190,Contreras,Addison,1423,Pets,2022-10-12,14,In Transit,FL,515,632,117,Brian,
1191,Burke,Charles,1424,Home & Kitchen,2022-10-30,5,Cancelled,GA,730,843,113,Kelly,Unsatisfied
1192,Owens,Maximus,1425,Home & Kitchen,2022-10-08,5,Cancelled,SC,470,517,47,Kelly,Defective
1193,Foster,Sadie,1426,Books,2022-10-29,19,Delivered,LA,1075,1231,156,Priscilla,
1194,Carpenter,Sloane,1427,Electronics,2022-10-02,19,Delivered,NC,825,1014,189,Kelly,
1195,Reyna,Heidi,1428,Clothing,2022-10-12,4,Delivered,FL,950,1128,178,Kelly,
1196,Weaver,Hallie,1429,Pets,2022-10-24,16,In Transit,SC,920,1145,225,Brian,
1197,Jensen,Jason,1430,Sports & Outdoors,2022-10-27,18,Shipped,FL,940,1072,132,Daniel,
1198,Ayala,Elaina,1431,Sports & Outdoors,2022-10-31,20,Shipped,FL,490,552,62,Priscilla,
1199,Walton,Genevieve,1432,Sports & Outdoors,2022-10-16,3,In Transit,LA,825,1021,196,Brian,
1200,Kirk,Mathias,1433,Books,2022-10-08,4,Shipped,GA,1405,1644,239,Brian,
1201,Terrell,Isabelle,1434,Clothing,2022-10-14,17,Cancelled,NC,555,614,59,Terrence,Unsatisfied
1202,Norris,Kobe,1435,Personal Care,2022-10-14,9,Cancelled,FL,715,919,204,Terrence,Defective
1203,Huerta,Avianna,1436,Sports & Outdoors,2022-10-19,12,Shipped,NC,350,404,54,Priscilla,
1204,Hail,Raymond,1437,Electronics,2022-10-21,13,Cancelled,NC,725,812,87,Kelly,Defective
1205,Bauer,Melanie,1438,Clothing,2022-10-05,9,Delivered,AL,1270,1465,195,Priscilla,
1206,English,Jordan,1439,Electronics,2022-10-22,12,Cancelled,AL,1430,1769,339,Brian,Received Wrong Item
1207,Allen,Dakota,1440,Pets,2022-10-08,3,Shipped,AL,340,396,56,Daniel,
1208,Benson,Victor,1441,Clothing,2022-10-04,11,Shipped,SC,880,973,93,Daniel,
1209,Blankenship,Gabriel,1442,Home & Kitchen,2022-10-06,1,Shipped,SC,370,432,62,Brian,
1210,Cunningham,Julia,1443,Pets,2022-10-24,6,Shipped,SC,680,841,161,Brian,
1211,Cantu,Callen,1444,Personal Care,2022-10-03,12,Shipped,AL,1200,1546,346,Brian,
1212,Stewart,Nylah,1445,Books,2022-10-10,6,Shipped,SC,510,651,141,Terrence,
1213,Rich,Paul,1446,Home & Kitchen,2022-10-21,9,Delivered,LA,455,589,134,Priscilla,
1214,Monroe,Marco,1447,Electronics,2022-10-24,19,Shipped,AL,1050,1185,135,Terrence,
1215,Cherry,Diego,1448,Personal Care,2022-10-22,16,Delivered,GA,230,294,64,Terrence,
1216,Mitchell,Ailani,1449,Pets,2022-10-10,5,Delivered,FL,245,274,29,Priscilla,
1217,Dunlap,Amira,1450,Pets,2022-10-15,3,Shipped,AL,685,783,98,Daniel,
1218,Thornton,Alaina,1451,Pets,2022-10-27,9,Delivered,FL,515,610,95,Priscilla,
1219,Baker,King,1452,Personal Care,2022-10-05,4,Cancelled,SC,1405,1623,218,Brian,Defective
1220,Sierra,Dante,1453,Sports & Outdoors,2022-10-28,6,Delivered,LA,980,1247,267,Priscilla,
1221,Griffith,Kashton,1454,Books,2022-10-05,19,Cancelled,NC,690,783,93,Daniel,Unsatisfied
1222,James,Madison,1455,Electronics,2022-10-28,13,In Transit,LA,210,239,29,Terrence,
1223,Miles,Lewis,1456,Electronics,2022-10-04,20,Cancelled,FL,855,1011,156,Priscilla,Late Delivery
1224,Booth,Karter,1457,Sports & Outdoors,2022-10-17,12,Delivered,SC,210,240,30,Terrence,
1225,Jordan,Fernando,1458,Sports & Outdoors,2022-10-20,13,Shipped,SC,1315,1553,238,Priscilla,
1226,Baker,Marley,1459,Home & Kitchen,2022-10-30,2,Shipped,FL,530,685,155,Priscilla,
1227,Sanders,Lukas,1460,Books,2022-10-03,8,Delivered,SC,310,393,83,Terrence,
1228,Orozco,River,1461,Electronics,2022-10-12,1,Shipped,GA,1280,1566,286,Kelly,
1229,Nuñez,Mackenzie,1462,Clothing,2022-10-07,20,Shipped,NC,100,125,25,Brian,
1230,Dixon,Stevie,1463,Home & Kitchen,2022-10-17,3,Cancelled,SC,535,644,109,Kelly,Late Delivery
1231,Spencer,Rosemary,1464,Personal Care,2022-10-12,10,In Transit,LA,455,551,96,Brian,
1232,Ellison,Zayn,1465,Pets,2022-10-17,16,Shipped,AL,10,12,2,Priscilla,
1233,Santiago,Kobe,1466,Clothing,2022-10-15,2,Delivered,LA,1305,1470,165,Brian,
1234,Bean,Cataleya,1467,Clothing,2022-10-24,8,Delivered,SC,1040,1345,305,Kelly,
1235,Blevins,Collin,1468,Clothing,2022-10-22,14,Delivered,NC,495,612,117,Kelly,
1236,Jordan,Daisy,1469,Books,2022-10-23,9,Delivered,AL,280,354,74,Priscilla,
1237,Burton,Grady,1470,Personal Care,2022-10-04,15,Cancelled,GA,925,1153,228,Brian,Quality Issue
1238,Jacobs,Thomas,1471,Pets,2022-10-09,2,Shipped,NC,155,177,22,Priscilla,
1239,Garza,Natalia,1472,Clothing,2022-10-28,20,Shipped,SC,850,1000,150,Daniel,
1240,Newman,Celine,1473,Electronics,2022-10-08,11,Cancelled,GA,1395,1733,338,Kelly,Late Delivery
1241,Robbins,Alex,1474,Home & Kitchen,2022-10-22,18,Delivered,NC,470,539,69,Daniel,
1242,Sexton,Meadow,1475,Clothing,2022-10-05,8,Cancelled,SC,125,161,36,Daniel,Unsatisfied
1243,Ponce,Lucille,1476,Personal Care,2022-10-28,7,Delivered,GA,1495,1762,267,Brian,
1244,Gonzales,Cairo,1477,Clothing,2022-10-11,7,Delivered,GA,440,540,100,Priscilla,
1245,Mejia,Desmond,1478,Pets,2022-10-19,14,Delivered,GA,860,1105,245,Terrence,
1246,Foster,Joy,1479,Clothing,2022-10-14,14,In Transit,NC,480,570,90,Brian,
1247,Bowers,Elaina,1480,Home & Kitchen,2022-10-16,6,Shipped,SC,1175,1377,202,Terrence,
1248,Frazier,Ella,1481,Sports & Outdoors,2022-10-02,5,In Transit,LA,435,485,50,Daniel,
1249,Sparks,Christian,1482,Electronics,2022-10-25,1,Delivered,FL,800,1023,223,Priscilla,
1250,Villarreal,Damian,1483,Electronics,2022-10-22,11,Shipped,LA,430,481,51,Kelly,
1251,Acevedo,King,1484,Pets,2022-10-01,1,Shipped,NC,415,500,85,Kelly,
1252,Lozano,Lorenzo,1485,Clothing,2022-10-09,19,Shipped,AL,175,211,36,Kelly,
1253,Mcpherson,Tucker,1486,Books,2022-10-04,5,Shipped,FL,865,1002,137,Kelly,
1254,Blankenship,Jade,1487,Personal Care,2022-10-03,2,Shipped,AL,200,231,31,Brian,
1255,Riley,Amaya,1488,Clothing,2022-10-04,12,Shipped,FL,165,184,19,Priscilla,
1256,Bruce,Adan,1489,Electronics,2022-10-02,2,In Transit,FL,80,92,12,Daniel,
1257,Williams,Alessandra,1490,Books,2022-10-13,12,Shipped,FL,970,1252,282,Daniel,
1258,Weiss,Gideon,1491,Clothing,2022-10-18,1,Delivered,GA,255,311,56,Terrence,
1259,Bowen,Ryker,1492,Pets,2022-10-14,10,Shipped,SC,610,764,154,Kelly,
1260,Dorsey,Callen,1493,Sports & Outdoors,2022-10-06,15,Shipped,NC,145,187,42,Priscilla,
1261,Hartman,Manuel,1494,Electronics,2022-10-10,1,Delivered,GA,1150,1377,227,Kelly,
1262,Coleman,Brian,1495,Clothing,2022-10-25,2,Shipped,AL,635,708,73,Kelly,
1263,Huang,Amanda,1496,Personal Care,2022-10-23,13,Shipped,LA,345,394,49,Terrence,
1264,Jacobs,Marlee,1497,Electronics,2022-10-11,15,Shipped,GA,530,642,112,Priscilla,
